"","CellType","annotLevel","p","fold_change","sd_from_mean","q","MajorCellType","testList"
"Exc_L5_RORB_LINC012021","Exc_L5_RORB_LINC01202",2,0.0424,1.42442486730697,1.98784551405177,0.115448275862069,"Exc","Spliceosome"
"Inh_L1_ADARB2_ADAM331","Inh_L1_ADARB2_ADAM33",2,0.0438,1.46504010461699,1.74828600371412,0.115448275862069,"Inh","Spliceosome"
"Inh_L1_LAMP5_GGT8P1","Inh_L1_LAMP5_GGT8P",2,0.0452,1.57609316200547,1.67276417344531,0.115448275862069,"Inh","Spliceosome"
"Inh_L1_6_PVALB_SCUBE31","Inh_L1_6_PVALB_SCUBE3",2,0.0459,1.537374134975,1.83905962128315,0.115448275862069,"Inh","Spliceosome"
"Exc_L5_RORB_SNHG71","Exc_L5_RORB_SNHG7",2,0.0466,1.33324865684819,1.818141547231,0.115448275862069,"Exc","Spliceosome"
"Inh_L5_6_PVALB_STON21","Inh_L5_6_PVALB_STON2",2,0.0476,1.36383569838131,1.82047154975055,0.115448275862069,"Inh","Spliceosome"
"Inh_L1_3_VIP_GGH1","Inh_L1_3_VIP_GGH",2,0.0483,1.49687279286418,1.52155154861923,0.115448275862069,"Inh","Spliceosome"
"Exc_L6_FEZF2_KRT171","Exc_L6_FEZF2_KRT17",2,0.0502,1.3895892121948,1.8379609365339,0.115448275862069,"Exc","Spliceosome"
"Exc_L4_RORB_CACNG51","Exc_L4_RORB_CACNG5",2,0.0506,1.4662433791551,1.40741710421142,0.115448275862069,"Exc","Spliceosome"
"Inh_L1_2_VIP_PPAPDC1A1","Inh_L1_2_VIP_PPAPDC1A",2,0.0511,1.54540162267969,1.31109968735022,0.115448275862069,"Inh","Spliceosome"
"Inh_L1_3_VIP_ACHE1","Inh_L1_3_VIP_ACHE",2,0.052,1.43425821547491,1.20021710057503,0.115448275862069,"Inh","Spliceosome"
"Inh_L3_6_VIP_KCTD131","Inh_L3_6_VIP_KCTD13",2,0.052,1.45255772008072,1.02577052364103,0.115448275862069,"Inh","Spliceosome"
"Exc_L3_5_THEMIS_ELOF11","Exc_L3_5_THEMIS_ELOF1",2,0.0523,1.36203263356046,1.4761081896961,0.115448275862069,"Exc","Spliceosome"
"Exc_L3_RORB_CARTPT1","Exc_L3_RORB_CARTPT",2,0.0535,1.32133177633155,1.72530798420518,0.115448275862069,"Exc","Spliceosome"
"Inh_L1_VIP_PCDH201","Inh_L1_VIP_PCDH20",2,0.054,1.45203487238818,1.4844866874264,0.115448275862069,"Inh","Spliceosome"
"Exc_L3_LINC00507_PSRC11","Exc_L3_LINC00507_PSRC1",2,0.0544,1.38964367244225,1.76271412225482,0.115448275862069,"Exc","Spliceosome"
"Exc_L3_4_RORB_PRSS121","Exc_L3_4_RORB_PRSS12",2,0.0545,1.30404174499325,1.72296646048034,0.115448275862069,"Exc","Spliceosome"
"Inh_L2_6_VIP_VIP1","Inh_L2_6_VIP_VIP",2,0.0546,1.38451898821108,1.69543978929888,0.115448275862069,"Inh","Spliceosome"
"Inh_L1_3_PVALB_WFDC21","Inh_L1_3_PVALB_WFDC2",2,0.0551,1.34841076930376,0.898355573144613,0.115448275862069,"Inh","Spliceosome"
"Inh_L1_2_VIP_RPL41P31","Inh_L1_2_VIP_RPL41P3",2,0.0558,1.47830422415593,0.877966705913414,0.115448275862069,"Inh","Spliceosome"
"Exc_L6_FEZF2_VWA21","Exc_L6_FEZF2_VWA2",2,0.0588,1.32276322463216,0.812665189166325,0.1176,"Exc","Spliceosome"
"Exc_L4_RORB_CCDC1681","Exc_L4_RORB_CCDC168",2,0.0608,1.39632160976769,1.74032635091415,0.1176,"Exc","Spliceosome"
"Inh_L3_VIP_CBLN11","Inh_L3_VIP_CBLN1",2,0.0609,1.38436714274275,1.24107794418813,0.1176,"Inh","Spliceosome"
"Exc_L5_6_FEZF2_MYBPHL1","Exc_L5_6_FEZF2_MYBPHL",2,0.0618,1.40734279278875,1.38581549213929,0.1176,"Exc","Spliceosome"
"Exc_L3_4_RORB_RPS3P61","Exc_L3_4_RORB_RPS3P6",2,0.0624,1.3698934450731,1.54606265773559,0.1176,"Exc","Spliceosome"
"Exc_L3_5_THEMIS_UBE2F1","Exc_L3_5_THEMIS_UBE2F",2,0.0637,1.31904945671565,1.35356012930757,0.1176,"Exc","Spliceosome"
"Inh_L1_4_VIP_CHRNA21","Inh_L1_4_VIP_CHRNA2",2,0.0637,1.44081073689421,1.07670780061539,0.1176,"Inh","Spliceosome"
"Exc_L5_6_RORB_LINC003201","Exc_L5_6_RORB_LINC00320",2,0.0675,1.30927901689588,1.5441102923824,0.120514285714286,"Exc","Spliceosome"
"Exc_L5_FEZF2_MORN21","Exc_L5_FEZF2_MORN2",2,0.0684,1.35952435281442,0.889501626337335,0.120514285714286,"Exc","Spliceosome"
"Inh_L2_4_VIP_LGI21","Inh_L2_4_VIP_LGI2",2,0.0691,1.45456131440657,1.27206991417011,0.120514285714286,"Inh","Spliceosome"
"Exc_L4_5_RORB_AIM21","Exc_L4_5_RORB_AIM2",2,0.0697,1.45590416660733,1.19312601891177,0.120514285714286,"Exc","Spliceosome"
"Exc_L6_THEMIS_C6orf481","Exc_L6_THEMIS_C6orf48",2,0.0703,1.41465667110092,1.4831564235542,0.120514285714286,"Exc","Spliceosome"
"Exc_L6_FEZF2_SLITRK61","Exc_L6_FEZF2_SLITRK6",2,0.0724,1.30032510737187,0.61627525424589,0.121215189873418,"Exc","Spliceosome"
"Inh_L5_6_SST_TH1","Inh_L5_6_SST_TH",2,0.0755,1.34923353843504,0.809450613306981,0.121215189873418,"Inh","Spliceosome"
"Inh_L1_6_VIP_RCN11","Inh_L1_6_VIP_RCN1",2,0.0762,1.40597956842189,0.999093870551217,0.121215189873418,"Inh","Spliceosome"
"Inh_L1_PAX6_GRIP21","Inh_L1_PAX6_GRIP2",2,0.0772,1.39745272587304,0.809471298154939,0.121215189873418,"Inh","Spliceosome"
"Exc_L6_FEZF2_P4HA31","Exc_L6_FEZF2_P4HA3",2,0.0783,1.4260926019686,1.26554382544976,0.121215189873418,"Exc","Spliceosome"
"Exc_L3_5_LINC00507_SLN1","Exc_L3_5_LINC00507_SLN",2,0.0783,1.39461294804461,0.965758225709896,0.121215189873418,"Exc","Spliceosome"
"Exc_L6_FEZF2_FAM95C1","Exc_L6_FEZF2_FAM95C",2,0.0784,1.29027543879301,1.39150754877716,0.121215189873418,"Exc","Spliceosome"
"Exc_L6_FEZF2_ETV41","Exc_L6_FEZF2_ETV4",2,0.0796,1.31502512331412,0.807549664405717,0.121215189873418,"Exc","Spliceosome"
"Exc_L5_FEZF2_DYRK21","Exc_L5_FEZF2_DYRK2",2,0.0798,1.44504154307687,1.23513362285029,0.121215189873418,"Exc","Spliceosome"
"Exc_L6_FEZF2_TBCC1","Exc_L6_FEZF2_TBCC",2,0.0852,1.35583598240541,1.07069883829379,0.126837209302326,"Exc","Spliceosome"
"Exc_L6_FEZF2_CPZ1","Exc_L6_FEZF2_CPZ",2,0.0873,1.29528003796648,1.23695909669546,0.126837209302326,"Exc","Spliceosome"
"Inh_L1_VIP_SOX111","Inh_L1_VIP_SOX11",2,0.0888,1.35973957800009,0.807730079851382,0.126837209302326,"Inh","Spliceosome"
"Inh_L6_LHX6_GLP1R1","Inh_L6_LHX6_GLP1R",2,0.0889,1.30094375374904,0.910149132226774,0.126837209302326,"Inh","Spliceosome"
"Inh_L5_6_PVALB_FAM150B1","Inh_L5_6_PVALB_FAM150B",2,0.0896,1.31526954329429,1.16756234368947,0.126837209302326,"Inh","Spliceosome"
"Inh_L2_4_VIP_DSEL1","Inh_L2_4_VIP_DSEL",2,0.09,1.38009710932826,0.882753818619775,0.126837209302326,"Inh","Spliceosome"
"Inh_L1_3_PAX6_NABP11","Inh_L1_3_PAX6_NABP1",2,0.0909,1.33158667691251,0.803554577944899,0.126837209302326,"Inh","Spliceosome"
"Exc_L5_6_FEZF2_RSAD21","Exc_L5_6_FEZF2_RSAD2",2,0.0961,1.32688255000109,0.816596498567981,0.132409090909091,"Exc","Spliceosome"
"Inh_L1_3_VIP_SSTR11","Inh_L1_3_VIP_SSTR1",2,0.0971,1.28999476882074,0.713120460252396,0.132409090909091,"Inh","Spliceosome"
"Exc_L5_6_FEZF2_CYP26B11","Exc_L5_6_FEZF2_CYP26B1",2,0.0994,1.35855495903094,0.936446788126794,0.134022471910112,"Exc","Spliceosome"
"Exc_L3_5_RORB_HSPB31","Exc_L3_5_RORB_HSPB3",2,0.1028,1.28980827156992,1.14095937950441,0.137066666666667,"Exc","Spliceosome"
"Inh_L2_5_VIP_TOX21","Inh_L2_5_VIP_TOX2",2,0.1043,1.29142180484973,1.17894357589049,0.137538461538462,"Inh","Spliceosome"
"Exc_L4_5_RORB_ASCL11","Exc_L4_5_RORB_ASCL1",2,0.1085,1.31669735861308,0.794844981199052,0.141521739130435,"Exc","Spliceosome"
"Exc_L3_5_RORB_CD241","Exc_L3_5_RORB_CD24",2,0.1102,1.29585285157855,0.937803875035855,0.1416,"Exc","Spliceosome"
"Inh_L1_VIP_TNFAIP8L31","Inh_L1_VIP_TNFAIP8L3",2,0.1117,1.33894094156254,0.865003743667658,0.1416,"Inh","Spliceosome"
"Inh_L1_ADARB2_DISP21","Inh_L1_ADARB2_DISP2",2,0.1121,1.36573114600614,0.890049710818152,0.1416,"Inh","Spliceosome"
"Inh_L1_2_PAX6_SCGN1","Inh_L1_2_PAX6_SCGN",2,0.1155,1.28015083918613,0.587758338925803,0.142909090909091,"Inh","Spliceosome"
"Exc_L5_6_THEMIS_THTPA1","Exc_L5_6_THEMIS_THTPA",2,0.1177,1.30788692943752,0.825988875174607,0.142909090909091,"Exc","Spliceosome"
"Exc_L5_6_FEZF2_ANKRD20A11","Exc_L5_6_FEZF2_ANKRD20A1",2,0.1178,1.22697179857618,0.886383473679185,0.142909090909091,"Exc","Spliceosome"
"Inh_L1_6_VIP_PENK1","Inh_L1_6_VIP_PENK",2,0.1179,1.26616146558084,0.631045108245801,0.142909090909091,"Inh","Spliceosome"
"Exc_L3_LINC00507_CTXN31","Exc_L3_LINC00507_CTXN3",2,0.1209,1.22091846925339,1.08387022867715,0.143643564356436,"Exc","Spliceosome"
"Inh_L1_3_VIP_CCDC1841","Inh_L1_3_VIP_CCDC184",2,0.1209,1.3289319794496,0.68737648880922,0.143643564356436,"Inh","Spliceosome"
"Exc_L5_6_FEZF2_CABP71","Exc_L5_6_FEZF2_CABP7",2,0.1333,1.29350432004198,0.645188279217821,0.156823529411765,"Exc","Spliceosome"
"Exc_L3_4_RORB_FOLH1B1","Exc_L3_4_RORB_FOLH1B",2,0.137,1.18848623301106,1.00236355005784,0.159611650485437,"Exc","Spliceosome"
"Exc_L6_FEZF2_TBC1D261","Exc_L6_FEZF2_TBC1D26",2,0.1447,1.22325333080445,0.682254381873892,0.166961538461538,"Exc","Spliceosome"
"Exc_L5_FEZF2_SCN7A1","Exc_L5_FEZF2_SCN7A",2,0.1967,1.13615399717727,0.314906297827989,0.2248,"Exc","Spliceosome"
"Exc_L3_THEMIS_PLA2G71","Exc_L3_THEMIS_PLA2G7",2,0.2014,1.1274550683098,0.32496314762011,0.228,"Exc","Spliceosome"
"Exc_L3_5_FEZF2_DCN1","Exc_L3_5_FEZF2_DCN",2,0.2116,1.14281791237431,0.284748725037171,0.237308411214953,"Exc","Spliceosome"
"Inh_L6_SST_NPY1","Inh_L6_SST_NPY",2,0.2241,1.10081719590277,0.171631837661196,0.249,"Inh","Spliceosome"
"Oligo_L4_6_OPALIN1","Oligo_L4_6_OPALIN",2,0.3177,1.06579695321391,0.13771342944804,0.346909090909091,"Oligo","Spliceosome"
"OPC_L1_6_MYT11","OPC_L1_6_MYT1",2,0.318,1.02537408901551,0.05133847799472,0.346909090909091,"OPC","Spliceosome"
"Inh_L1_2_PVALB_TAC11","Inh_L1_2_PVALB_TAC1",2,0.345,1.04249490380219,0.129943900147048,0.372972972972973,"Inh","Spliceosome"
"Astro_L1_FGFR3_MT1G1","Astro_L1_FGFR3_MT1G",2,0.3918,1.01390998829309,0.0313291253624493,0.419785714285714,"Astro","Spliceosome"
"Peri_L1_6_MUSTN11","Peri_L1_6_MUSTN1",2,0.4028,0.961675297309555,-0.0602155454503479,0.427752212389381,"Peri","Spliceosome"
"VLMC_L1_3_CYP1B11","VLMC_L1_3_CYP1B1",2,0.4331,0.92494816421706,-0.113638547886064,0.455894736842105,"VLMC","Spliceosome"
"Exc_L3_5_FEZF2_ONECUT11","Exc_L3_5_FEZF2_ONECUT1",2,0.4392,0.93862740741328,-0.113741142678408,0.458295652173913,"Exc","Spliceosome"
"Astro_L1_FGFR3_FOS1","Astro_L1_FGFR3_FOS",2,0.5173,0.863090234243207,-0.277994326452173,0.535137931034483,"Astro","Spliceosome"
"Astro_L1_6_FGFR3_ETNPPL1","Astro_L1_6_FGFR3_ETNPPL",2,0.5515,0.870554322187811,-0.340054378081784,0.565641025641026,"Astro","Spliceosome"
"Micro_L1_6_C1QC1","Micro_L1_6_C1QC",2,0.6148,0.633423562619286,-0.568553583446843,0.620873949579832,"Micro","Spliceosome"
"Endo_L2_5_CLDN51","Endo_L2_5_CLDN5",2,0.6157,0.641061929470868,-0.535146072013207,0.620873949579832,"Endo","Spliceosome"
"Oligo_L4_6_MOBP_COL18A11","Oligo_L4_6_MOBP_COL18A1",2,0.7494,0.671137636206642,-0.707000585775104,0.7494,"Oligo","Spliceosome"
"Exc_L6_THEMIS_EGR32","Exc_L6_THEMIS_EGR3",2,0.003,1.62547129860039,3.4481871731017,0.115448275862069,"Exc","Exon junction complex"
"Exc_L2_4_RORB_GRIK12","Exc_L2_4_RORB_GRIK1",2,0.0042,1.48942733806604,3.10289012975939,0.115448275862069,"Exc","Exon junction complex"
"Exc_L4_6_RORB_HPCA2","Exc_L4_6_RORB_HPCA",2,0.0073,1.74324362784368,3.46415535965951,0.115448275862069,"Exc","Exon junction complex"
"Exc_L4_5_RORB_RPL31P312","Exc_L4_5_RORB_RPL31P31",2,0.0076,1.55278836951191,3.36424138012153,0.115448275862069,"Exc","Exon junction complex"
"Exc_L4_RORB_BHLHE222","Exc_L4_RORB_BHLHE22",2,0.0123,1.5746082897991,2.66892550208328,0.115448275862069,"Exc","Exon junction complex"
"Inh_L1_PAX6_CA42","Inh_L1_PAX6_CA4",2,0.0146,1.60442223340777,2.77150945513278,0.115448275862069,"Inh","Exon junction complex"
"Inh_L3_5_SST_MAFB2","Inh_L3_5_SST_MAFB",2,0.0148,1.51353453000177,2.69574048416101,0.115448275862069,"Inh","Exon junction complex"
"Exc_L6_THEMIS_LINC003432","Exc_L6_THEMIS_LINC00343",2,0.0155,1.44837956237339,2.65265550874204,0.115448275862069,"Exc","Exon junction complex"
"Inh_L6_LAMP5_ANKRD20A11P2","Inh_L6_LAMP5_ANKRD20A11P",2,0.0165,2.22973440398432,2.73380255500099,0.115448275862069,"Inh","Exon junction complex"
"Exc_L2_3_LINC00507_RPL9P172","Exc_L2_3_LINC00507_RPL9P17",2,0.0171,1.42175378277724,2.32367123936046,0.115448275862069,"Exc","Exon junction complex"
"Inh_L1_6_VIP_RGS162","Inh_L1_6_VIP_RGS16",2,0.0188,1.54085909313308,2.4094322116127,0.115448275862069,"Inh","Exon junction complex"
"Inh_L1_SST_CXCL142","Inh_L1_SST_CXCL14",2,0.0189,1.53688614226855,2.44823657732307,0.115448275862069,"Inh","Exon junction complex"
"Inh_L2_4_PVALB_C8orf42","Inh_L2_4_PVALB_C8orf4",2,0.0191,1.41565084214078,2.31682486387632,0.115448275862069,"Inh","Exon junction complex"
"Inh_L1_LAMP5_NDNF2","Inh_L1_LAMP5_NDNF",2,0.0206,1.53325880129734,2.28508434119967,0.115448275862069,"Inh","Exon junction complex"
"Inh_L4_6_SST_MTHFD2P62","Inh_L4_6_SST_MTHFD2P6",2,0.0212,1.44867697416806,2.47688734588525,0.115448275862069,"Inh","Exon junction complex"
"Exc_L5_6_THEMIS_TMEM2332","Exc_L5_6_THEMIS_TMEM233",2,0.0228,1.46063254064428,2.33729639001252,0.115448275862069,"Exc","Exon junction complex"
"Exc_L3_4_RORB_SEMA6D2","Exc_L3_4_RORB_SEMA6D",2,0.0238,1.3838547423762,2.24695275619051,0.115448275862069,"Exc","Exon junction complex"
"Inh_L1_3_VIP_ZNF322P12","Inh_L1_3_VIP_ZNF322P1",2,0.0238,1.44792706064331,2.16692416423457,0.115448275862069,"Inh","Exon junction complex"
"Inh_L1_4_LAMP5_DUSP42","Inh_L1_4_LAMP5_DUSP4",2,0.0257,1.55229166539999,2.50413279879972,0.115448275862069,"Inh","Exon junction complex"
"Exc_L4_5_RORB_LINC014742","Exc_L4_5_RORB_LINC01474",2,0.0259,1.48644480904489,2.54898178851797,0.115448275862069,"Exc","Exon junction complex"
"Inh_L5_6_SST_KLHL142","Inh_L5_6_SST_KLHL14",2,0.0265,1.63726597765385,2.13291297280754,0.115448275862069,"Inh","Exon junction complex"
"Exc_L5_6_THEMIS_OR1J12","Exc_L5_6_THEMIS_OR1J1",2,0.0271,1.58021391907501,1.294609011405,0.115448275862069,"Exc","Exon junction complex"
"Inh_L6_LAMP5_C1QL22","Inh_L6_LAMP5_C1QL2",2,0.0293,1.69997979991657,2.27700600336499,0.115448275862069,"Inh","Exon junction complex"
"Inh_L3_4_PVALB_HOMER32","Inh_L3_4_PVALB_HOMER3",2,0.03,1.43103435553188,2.06042359290571,0.115448275862069,"Inh","Exon junction complex"
"Exc_L5_6_THEMIS_GPR212","Exc_L5_6_THEMIS_GPR21",2,0.0314,1.48016364805971,2.24174854715559,0.115448275862069,"Exc","Exon junction complex"
"Exc_L4_5_RORB_LCN152","Exc_L4_5_RORB_LCN15",2,0.0331,1.34702741869304,1.95272907883655,0.115448275862069,"Exc","Exon junction complex"
"Inh_L4_5_PVALB_TRIM672","Inh_L4_5_PVALB_TRIM67",2,0.0347,1.53587688432174,1.87094749040151,0.115448275862069,"Inh","Exon junction complex"
"Inh_L1_6_LAMP5_CA132","Inh_L1_6_LAMP5_CA13",2,0.0349,1.46924180894009,1.93325218604595,0.115448275862069,"Inh","Exon junction complex"
"Exc_L4_5_RORB_HNRNPA1P462","Exc_L4_5_RORB_HNRNPA1P46",2,0.035,1.44964595780256,2.13719387001195,0.115448275862069,"Exc","Exon junction complex"
"Inh_L1_VIP_PRSS82","Inh_L1_VIP_PRSS8",2,0.0355,1.5465436393937,1.56960841200424,0.115448275862069,"Inh","Exon junction complex"
"Inh_L3_6_PVALB_MFI22","Inh_L3_6_PVALB_MFI2",2,0.0362,1.6445005798844,1.84814520478192,0.115448275862069,"Inh","Exon junction complex"
"Inh_L5_6_LAMP5_SFTA32","Inh_L5_6_LAMP5_SFTA3",2,0.0371,1.51733500556863,2.10168544956621,0.115448275862069,"Inh","Exon junction complex"
"Inh_L5_PVALB_CNTNAP3P22","Inh_L5_PVALB_CNTNAP3P2",2,0.0377,1.39454096125327,1.82008188825632,0.115448275862069,"Inh","Exon junction complex"
"Inh_L2_4_SST_AHR2","Inh_L2_4_SST_AHR",2,0.0384,1.46890833429496,1.25453722703952,0.115448275862069,"Inh","Exon junction complex"
"Inh_L1_5_VIP_KCNJ22","Inh_L1_5_VIP_KCNJ2",2,0.0415,1.44809826370971,1.36556186796438,0.115448275862069,"Inh","Exon junction complex"
"Exc_L3_5_RORB_CMAHP2","Exc_L3_5_RORB_CMAHP",2,0.0416,1.42705869859481,1.68861969306273,0.115448275862069,"Exc","Exon junction complex"
"Inh_L5_6_SST_ISOC12","Inh_L5_6_SST_ISOC1",2,0.0417,1.49177914848413,1.30998631419959,0.115448275862069,"Inh","Exon junction complex"
"Exc_L5_6_THEMIS_IL7R2","Exc_L5_6_THEMIS_IL7R",2,0.0422,1.43247830139572,1.27137263135333,0.115448275862069,"Exc","Exon junction complex"
"Exc_L5_RORB_LINC012022","Exc_L5_RORB_LINC01202",2,0.0424,1.42442486730697,1.98784551405177,0.115448275862069,"Exc","Exon junction complex"
"Inh_L1_ADARB2_ADAM332","Inh_L1_ADARB2_ADAM33",2,0.0438,1.46504010461699,1.74828600371412,0.115448275862069,"Inh","Exon junction complex"
"Inh_L1_LAMP5_GGT8P2","Inh_L1_LAMP5_GGT8P",2,0.0452,1.57609316200547,1.67276417344531,0.115448275862069,"Inh","Exon junction complex"
"Inh_L1_6_PVALB_SCUBE32","Inh_L1_6_PVALB_SCUBE3",2,0.0459,1.537374134975,1.83905962128315,0.115448275862069,"Inh","Exon junction complex"
"Exc_L5_RORB_SNHG72","Exc_L5_RORB_SNHG7",2,0.0466,1.33324865684819,1.818141547231,0.115448275862069,"Exc","Exon junction complex"
"Inh_L5_6_PVALB_STON22","Inh_L5_6_PVALB_STON2",2,0.0476,1.36383569838131,1.82047154975055,0.115448275862069,"Inh","Exon junction complex"
"Inh_L1_3_VIP_GGH2","Inh_L1_3_VIP_GGH",2,0.0483,1.49687279286418,1.52155154861923,0.115448275862069,"Inh","Exon junction complex"
"Exc_L6_FEZF2_KRT172","Exc_L6_FEZF2_KRT17",2,0.0502,1.3895892121948,1.8379609365339,0.115448275862069,"Exc","Exon junction complex"
"Exc_L4_RORB_CACNG52","Exc_L4_RORB_CACNG5",2,0.0506,1.4662433791551,1.40741710421142,0.115448275862069,"Exc","Exon junction complex"
"Inh_L1_2_VIP_PPAPDC1A2","Inh_L1_2_VIP_PPAPDC1A",2,0.0511,1.54540162267969,1.31109968735022,0.115448275862069,"Inh","Exon junction complex"
"Inh_L1_3_VIP_ACHE2","Inh_L1_3_VIP_ACHE",2,0.052,1.43425821547491,1.20021710057503,0.115448275862069,"Inh","Exon junction complex"
"Inh_L3_6_VIP_KCTD132","Inh_L3_6_VIP_KCTD13",2,0.052,1.45255772008072,1.02577052364103,0.115448275862069,"Inh","Exon junction complex"
"Exc_L3_5_THEMIS_ELOF12","Exc_L3_5_THEMIS_ELOF1",2,0.0523,1.36203263356046,1.4761081896961,0.115448275862069,"Exc","Exon junction complex"
"Exc_L3_RORB_CARTPT2","Exc_L3_RORB_CARTPT",2,0.0535,1.32133177633155,1.72530798420518,0.115448275862069,"Exc","Exon junction complex"
"Inh_L1_VIP_PCDH202","Inh_L1_VIP_PCDH20",2,0.054,1.45203487238818,1.4844866874264,0.115448275862069,"Inh","Exon junction complex"
"Exc_L3_LINC00507_PSRC12","Exc_L3_LINC00507_PSRC1",2,0.0544,1.38964367244225,1.76271412225482,0.115448275862069,"Exc","Exon junction complex"
"Exc_L3_4_RORB_PRSS122","Exc_L3_4_RORB_PRSS12",2,0.0545,1.30404174499325,1.72296646048034,0.115448275862069,"Exc","Exon junction complex"
"Inh_L2_6_VIP_VIP2","Inh_L2_6_VIP_VIP",2,0.0546,1.38451898821108,1.69543978929888,0.115448275862069,"Inh","Exon junction complex"
"Inh_L1_3_PVALB_WFDC22","Inh_L1_3_PVALB_WFDC2",2,0.0551,1.34841076930376,0.898355573144613,0.115448275862069,"Inh","Exon junction complex"
"Inh_L1_2_VIP_RPL41P32","Inh_L1_2_VIP_RPL41P3",2,0.0558,1.47830422415593,0.877966705913414,0.115448275862069,"Inh","Exon junction complex"
"Exc_L6_FEZF2_VWA22","Exc_L6_FEZF2_VWA2",2,0.0588,1.32276322463216,0.812665189166325,0.1176,"Exc","Exon junction complex"
"Exc_L4_RORB_CCDC1682","Exc_L4_RORB_CCDC168",2,0.0608,1.39632160976769,1.74032635091415,0.1176,"Exc","Exon junction complex"
"Inh_L3_VIP_CBLN12","Inh_L3_VIP_CBLN1",2,0.0609,1.38436714274275,1.24107794418813,0.1176,"Inh","Exon junction complex"
"Exc_L5_6_FEZF2_MYBPHL2","Exc_L5_6_FEZF2_MYBPHL",2,0.0618,1.40734279278875,1.38581549213929,0.1176,"Exc","Exon junction complex"
"Exc_L3_4_RORB_RPS3P62","Exc_L3_4_RORB_RPS3P6",2,0.0624,1.3698934450731,1.54606265773559,0.1176,"Exc","Exon junction complex"
"Exc_L3_5_THEMIS_UBE2F2","Exc_L3_5_THEMIS_UBE2F",2,0.0637,1.31904945671565,1.35356012930757,0.1176,"Exc","Exon junction complex"
"Inh_L1_4_VIP_CHRNA22","Inh_L1_4_VIP_CHRNA2",2,0.0637,1.44081073689421,1.07670780061539,0.1176,"Inh","Exon junction complex"
"Exc_L5_6_RORB_LINC003202","Exc_L5_6_RORB_LINC00320",2,0.0675,1.30927901689588,1.5441102923824,0.120514285714286,"Exc","Exon junction complex"
"Exc_L5_FEZF2_MORN22","Exc_L5_FEZF2_MORN2",2,0.0684,1.35952435281442,0.889501626337335,0.120514285714286,"Exc","Exon junction complex"
"Inh_L2_4_VIP_LGI22","Inh_L2_4_VIP_LGI2",2,0.0691,1.45456131440657,1.27206991417011,0.120514285714286,"Inh","Exon junction complex"
"Exc_L4_5_RORB_AIM22","Exc_L4_5_RORB_AIM2",2,0.0697,1.45590416660733,1.19312601891177,0.120514285714286,"Exc","Exon junction complex"
"Exc_L6_THEMIS_C6orf482","Exc_L6_THEMIS_C6orf48",2,0.0703,1.41465667110092,1.4831564235542,0.120514285714286,"Exc","Exon junction complex"
"Exc_L6_FEZF2_SLITRK62","Exc_L6_FEZF2_SLITRK6",2,0.0724,1.30032510737187,0.61627525424589,0.121215189873418,"Exc","Exon junction complex"
"Inh_L5_6_SST_TH2","Inh_L5_6_SST_TH",2,0.0755,1.34923353843504,0.809450613306981,0.121215189873418,"Inh","Exon junction complex"
"Inh_L1_6_VIP_RCN12","Inh_L1_6_VIP_RCN1",2,0.0762,1.40597956842189,0.999093870551217,0.121215189873418,"Inh","Exon junction complex"
