"","CellType","annotLevel","p","fold_change","sd_from_mean","q","MajorCellType","testList"
"Inh_L1_PAX6_GRIP22","Inh_L1_PAX6_GRIP2",2,0.0772,1.39745272587304,0.809471298154939,0.121215189873418,"Inh","Exon junction complex"
"Exc_L6_FEZF2_P4HA32","Exc_L6_FEZF2_P4HA3",2,0.0783,1.4260926019686,1.26554382544976,0.121215189873418,"Exc","Exon junction complex"
"Exc_L3_5_LINC00507_SLN2","Exc_L3_5_LINC00507_SLN",2,0.0783,1.39461294804461,0.965758225709896,0.121215189873418,"Exc","Exon junction complex"
"Exc_L6_FEZF2_FAM95C2","Exc_L6_FEZF2_FAM95C",2,0.0784,1.29027543879301,1.39150754877716,0.121215189873418,"Exc","Exon junction complex"
"Exc_L6_FEZF2_ETV42","Exc_L6_FEZF2_ETV4",2,0.0796,1.31502512331412,0.807549664405717,0.121215189873418,"Exc","Exon junction complex"
"Exc_L5_FEZF2_DYRK22","Exc_L5_FEZF2_DYRK2",2,0.0798,1.44504154307687,1.23513362285029,0.121215189873418,"Exc","Exon junction complex"
"Exc_L6_FEZF2_TBCC2","Exc_L6_FEZF2_TBCC",2,0.0852,1.35583598240541,1.07069883829379,0.126837209302326,"Exc","Exon junction complex"
"Exc_L6_FEZF2_CPZ2","Exc_L6_FEZF2_CPZ",2,0.0873,1.29528003796648,1.23695909669546,0.126837209302326,"Exc","Exon junction complex"
"Inh_L1_VIP_SOX112","Inh_L1_VIP_SOX11",2,0.0888,1.35973957800009,0.807730079851382,0.126837209302326,"Inh","Exon junction complex"
"Inh_L6_LHX6_GLP1R2","Inh_L6_LHX6_GLP1R",2,0.0889,1.30094375374904,0.910149132226774,0.126837209302326,"Inh","Exon junction complex"
"Inh_L5_6_PVALB_FAM150B2","Inh_L5_6_PVALB_FAM150B",2,0.0896,1.31526954329429,1.16756234368947,0.126837209302326,"Inh","Exon junction complex"
"Inh_L2_4_VIP_DSEL2","Inh_L2_4_VIP_DSEL",2,0.09,1.38009710932826,0.882753818619775,0.126837209302326,"Inh","Exon junction complex"
"Inh_L1_3_PAX6_NABP12","Inh_L1_3_PAX6_NABP1",2,0.0909,1.33158667691251,0.803554577944899,0.126837209302326,"Inh","Exon junction complex"
"Exc_L5_6_FEZF2_RSAD22","Exc_L5_6_FEZF2_RSAD2",2,0.0961,1.32688255000109,0.816596498567981,0.132409090909091,"Exc","Exon junction complex"
"Inh_L1_3_VIP_SSTR12","Inh_L1_3_VIP_SSTR1",2,0.0971,1.28999476882074,0.713120460252396,0.132409090909091,"Inh","Exon junction complex"
"Exc_L5_6_FEZF2_CYP26B12","Exc_L5_6_FEZF2_CYP26B1",2,0.0994,1.35855495903094,0.936446788126794,0.134022471910112,"Exc","Exon junction complex"
"Exc_L3_5_RORB_HSPB32","Exc_L3_5_RORB_HSPB3",2,0.1028,1.28980827156992,1.14095937950441,0.137066666666667,"Exc","Exon junction complex"
"Inh_L2_5_VIP_TOX22","Inh_L2_5_VIP_TOX2",2,0.1043,1.29142180484973,1.17894357589049,0.137538461538462,"Inh","Exon junction complex"
"Exc_L4_5_RORB_ASCL12","Exc_L4_5_RORB_ASCL1",2,0.1085,1.31669735861308,0.794844981199052,0.141521739130435,"Exc","Exon junction complex"
"Exc_L3_5_RORB_CD242","Exc_L3_5_RORB_CD24",2,0.1102,1.29585285157855,0.937803875035855,0.1416,"Exc","Exon junction complex"
"Inh_L1_VIP_TNFAIP8L32","Inh_L1_VIP_TNFAIP8L3",2,0.1117,1.33894094156254,0.865003743667658,0.1416,"Inh","Exon junction complex"
"Inh_L1_ADARB2_DISP22","Inh_L1_ADARB2_DISP2",2,0.1121,1.36573114600614,0.890049710818152,0.1416,"Inh","Exon junction complex"
"Inh_L1_2_PAX6_SCGN2","Inh_L1_2_PAX6_SCGN",2,0.1155,1.28015083918613,0.587758338925803,0.142909090909091,"Inh","Exon junction complex"
"Exc_L5_6_THEMIS_THTPA2","Exc_L5_6_THEMIS_THTPA",2,0.1177,1.30788692943752,0.825988875174607,0.142909090909091,"Exc","Exon junction complex"
"Exc_L5_6_FEZF2_ANKRD20A12","Exc_L5_6_FEZF2_ANKRD20A1",2,0.1178,1.22697179857618,0.886383473679185,0.142909090909091,"Exc","Exon junction complex"
"Inh_L1_6_VIP_PENK2","Inh_L1_6_VIP_PENK",2,0.1179,1.26616146558084,0.631045108245801,0.142909090909091,"Inh","Exon junction complex"
"Exc_L3_LINC00507_CTXN32","Exc_L3_LINC00507_CTXN3",2,0.1209,1.22091846925339,1.08387022867715,0.143643564356436,"Exc","Exon junction complex"
"Inh_L1_3_VIP_CCDC1842","Inh_L1_3_VIP_CCDC184",2,0.1209,1.3289319794496,0.68737648880922,0.143643564356436,"Inh","Exon junction complex"
"Exc_L5_6_FEZF2_CABP72","Exc_L5_6_FEZF2_CABP7",2,0.1333,1.29350432004198,0.645188279217821,0.156823529411765,"Exc","Exon junction complex"
"Exc_L3_4_RORB_FOLH1B2","Exc_L3_4_RORB_FOLH1B",2,0.137,1.18848623301106,1.00236355005784,0.159611650485437,"Exc","Exon junction complex"
"Exc_L6_FEZF2_TBC1D262","Exc_L6_FEZF2_TBC1D26",2,0.1447,1.22325333080445,0.682254381873892,0.166961538461538,"Exc","Exon junction complex"
"Exc_L5_FEZF2_SCN7A2","Exc_L5_FEZF2_SCN7A",2,0.1967,1.13615399717727,0.314906297827989,0.2248,"Exc","Exon junction complex"
"Exc_L3_THEMIS_PLA2G72","Exc_L3_THEMIS_PLA2G7",2,0.2014,1.1274550683098,0.32496314762011,0.228,"Exc","Exon junction complex"
"Exc_L3_5_FEZF2_DCN2","Exc_L3_5_FEZF2_DCN",2,0.2116,1.14281791237431,0.284748725037171,0.237308411214953,"Exc","Exon junction complex"
"Inh_L6_SST_NPY2","Inh_L6_SST_NPY",2,0.2241,1.10081719590277,0.171631837661196,0.249,"Inh","Exon junction complex"
"Oligo_L4_6_OPALIN2","Oligo_L4_6_OPALIN",2,0.3177,1.06579695321391,0.13771342944804,0.346909090909091,"Oligo","Exon junction complex"
"OPC_L1_6_MYT12","OPC_L1_6_MYT1",2,0.318,1.02537408901551,0.05133847799472,0.346909090909091,"OPC","Exon junction complex"
"Inh_L1_2_PVALB_TAC12","Inh_L1_2_PVALB_TAC1",2,0.345,1.04249490380219,0.129943900147048,0.372972972972973,"Inh","Exon junction complex"
"Astro_L1_FGFR3_MT1G2","Astro_L1_FGFR3_MT1G",2,0.3918,1.01390998829309,0.0313291253624493,0.419785714285714,"Astro","Exon junction complex"
"Peri_L1_6_MUSTN12","Peri_L1_6_MUSTN1",2,0.4028,0.961675297309555,-0.0602155454503479,0.427752212389381,"Peri","Exon junction complex"
"VLMC_L1_3_CYP1B12","VLMC_L1_3_CYP1B1",2,0.4331,0.92494816421706,-0.113638547886064,0.455894736842105,"VLMC","Exon junction complex"
"Exc_L3_5_FEZF2_ONECUT12","Exc_L3_5_FEZF2_ONECUT1",2,0.4392,0.93862740741328,-0.113741142678408,0.458295652173913,"Exc","Exon junction complex"
"Astro_L1_FGFR3_FOS2","Astro_L1_FGFR3_FOS",2,0.5173,0.863090234243207,-0.277994326452173,0.535137931034483,"Astro","Exon junction complex"
"Astro_L1_6_FGFR3_ETNPPL2","Astro_L1_6_FGFR3_ETNPPL",2,0.5515,0.870554322187811,-0.340054378081784,0.565641025641026,"Astro","Exon junction complex"
"Micro_L1_6_C1QC2","Micro_L1_6_C1QC",2,0.6148,0.633423562619286,-0.568553583446843,0.620873949579832,"Micro","Exon junction complex"
"Endo_L2_5_CLDN52","Endo_L2_5_CLDN5",2,0.6157,0.641061929470868,-0.535146072013207,0.620873949579832,"Endo","Exon junction complex"
"Oligo_L4_6_MOBP_COL18A12","Oligo_L4_6_MOBP_COL18A1",2,0.7494,0.671137636206642,-0.707000585775104,0.7494,"Oligo","Exon junction complex"
"Exc_L5_6_THEMIS_IL7R3","Exc_L5_6_THEMIS_IL7R",2,0,3.06632814510764,12.9756896155931,0,"Exc","NMD"
"Exc_L4_RORB_BHLHE223","Exc_L4_RORB_BHLHE22",2,0,2.48884129107058,11.423614124604,0,"Exc","NMD"
"Exc_L6_THEMIS_EGR33","Exc_L6_THEMIS_EGR3",2,0,2.40983969105068,10.5325238520176,0,"Exc","NMD"
"Exc_L2_4_RORB_GRIK13","Exc_L2_4_RORB_GRIK1",2,0,2.11040067792473,10.0868179127129,0,"Exc","NMD"
"Exc_L5_6_THEMIS_GPR213","Exc_L5_6_THEMIS_GPR21",2,0,2.58265500702519,9.14306847861442,0,"Exc","NMD"
"Exc_L4_5_RORB_RPL31P313","Exc_L4_5_RORB_RPL31P31",2,0,2.00212707140368,8.77581969984013,0,"Exc","NMD"
"Exc_L4_RORB_CCDC1683","Exc_L4_RORB_CCDC168",2,0,2.11960290809515,7.43409136921974,0,"Exc","NMD"
"Inh_L3_5_SST_MAFB3","Inh_L3_5_SST_MAFB",2,0,2.00420056926456,7.42269152532158,0,"Inh","NMD"
"Inh_L1_6_VIP_RGS163","Inh_L1_6_VIP_RGS16",2,0,2.28228103011164,7.3411048599078,0,"Inh","NMD"
"Exc_L3_5_RORB_CMAHP3","Exc_L3_5_RORB_CMAHP",2,0,2.12976873183145,7.3409608598522,0,"Exc","NMD"
"Inh_L1_SST_CXCL143","Inh_L1_SST_CXCL14",2,0,2.06212040460508,6.90230618362169,0,"Inh","NMD"
"Exc_L5_6_THEMIS_TMEM2333","Exc_L5_6_THEMIS_TMEM233",2,0,1.95202580647743,6.80215449123666,0,"Exc","NMD"
"Inh_L1_4_LAMP5_DUSP43","Inh_L1_4_LAMP5_DUSP4",2,0,1.92023609509977,6.76545166319337,0,"Inh","NMD"
"Inh_L1_ADARB2_ADAM333","Inh_L1_ADARB2_ADAM33",2,0,2.22503601180219,6.668468481204,0,"Inh","NMD"
"Inh_L1_PAX6_CA43","Inh_L1_PAX6_CA4",2,0,2.08017635831198,6.64695860934544,0,"Inh","NMD"
"Exc_L6_THEMIS_LINC003433","Exc_L6_THEMIS_LINC00343",2,0,1.741480967736,6.43201371146756,0,"Exc","NMD"
"Exc_L5_RORB_LINC012023","Exc_L5_RORB_LINC01202",2,0,1.69825017268991,4.95655427069584,0,"Exc","NMD"
"Exc_L4_5_RORB_HNRNPA1P463","Exc_L4_5_RORB_HNRNPA1P46",2,1e-04,1.79596461124354,5.95607697144302,0.000631578947368421,"Exc","NMD"
"Exc_L4_5_RORB_LINC014743","Exc_L4_5_RORB_LINC01474",2,1e-04,1.69168752417736,5.7368068830639,0.000631578947368421,"Exc","NMD"
"Exc_L4_5_RORB_LCN153","Exc_L4_5_RORB_LCN15",2,4e-04,1.6598256549885,5.06760213139568,0.0024,"Exc","NMD"
"Exc_L4_6_RORB_HPCA3","Exc_L4_6_RORB_HPCA",2,5e-04,2.31988618114818,6.57041798458891,0.00260869565217391,"Exc","NMD"
"Inh_L1_3_VIP_ZNF322P13","Inh_L1_3_VIP_ZNF322P1",2,5e-04,1.82945235374195,5.34636656365015,0.00260869565217391,"Inh","NMD"
"Inh_L2_4_PVALB_C8orf43","Inh_L2_4_PVALB_C8orf4",2,5e-04,1.55799813427425,4.36143227012698,0.00260869565217391,"Inh","NMD"
"Exc_L3_4_RORB_SEMA6D3","Exc_L3_4_RORB_SEMA6D",2,7e-04,1.54847687372144,4.23192504641919,0.0035,"Exc","NMD"
"Inh_L2_5_VIP_TOX23","Inh_L2_5_VIP_TOX2",2,8e-04,1.75168175192448,4.60606242131791,0.00384,"Inh","NMD"
"Inh_L5_PVALB_CNTNAP3P23","Inh_L5_PVALB_CNTNAP3P2",2,9e-04,1.60398541141955,4.5080172591715,0.00415384615384615,"Inh","NMD"
"Exc_L5_RORB_SNHG73","Exc_L5_RORB_SNHG7",2,0.0015,1.47724700035603,3.59169111283808,0.00666666666666667,"Exc","NMD"
"Inh_L1_6_LAMP5_CA133","Inh_L1_6_LAMP5_CA13",2,0.0034,1.67689158819555,4.21846430980873,0.0145714285714286,"Inh","NMD"
"Inh_L1_LAMP5_NDNF3","Inh_L1_LAMP5_NDNF",2,0.0056,1.86644395381588,5.67335681398511,0.0228,"Inh","NMD"
"Exc_L4_5_RORB_AIM23","Exc_L4_5_RORB_AIM2",2,0.0057,2.29965395752753,4.44496367622572,0.0228,"Exc","NMD"
"Exc_L2_3_LINC00507_RPL9P173","Exc_L2_3_LINC00507_RPL9P17",2,0.0063,1.57584542680333,3.93328027152377,0.0243870967741936,"Exc","NMD"
"Exc_L5_6_FEZF2_ANKRD20A13","Exc_L5_6_FEZF2_ANKRD20A1",2,0.0067,1.51689926961151,3.30369848507855,0.025125,"Exc","NMD"
"Inh_L2_6_VIP_VIP3","Inh_L2_6_VIP_VIP",2,0.0075,1.86337418674042,4.33879615064205,0.0272727272727273,"Inh","NMD"
"Exc_L5_6_THEMIS_THTPA3","Exc_L5_6_THEMIS_THTPA",2,0.0079,2.35575465652239,4.12178886101408,0.0278823529411765,"Exc","NMD"
"Inh_L4_5_PVALB_TRIM673","Inh_L4_5_PVALB_TRIM67",2,0.0086,2.17349361027262,4.32174103875844,0.0286666666666667,"Inh","NMD"
"Exc_L3_4_RORB_PRSS123","Exc_L3_4_RORB_PRSS12",2,0.0086,1.4729095357922,3.26865386416062,0.0286666666666667,"Exc","NMD"
"Inh_L2_4_SST_AHR3","Inh_L2_4_SST_AHR",2,0.0092,1.91718691123476,4.07889347361983,0.0293684210526316,"Inh","NMD"
"Inh_L5_6_PVALB_FAM150B3","Inh_L5_6_PVALB_FAM150B",2,0.0093,1.5430202233825,3.20411276890562,0.0293684210526316,"Inh","NMD"
"Inh_L6_LAMP5_ANKRD20A11P3","Inh_L6_LAMP5_ANKRD20A11P",2,0.0096,2.53940025151071,4.43252842368026,0.0295384615384615,"Inh","NMD"
"Inh_L1_3_PVALB_WFDC23","Inh_L1_3_PVALB_WFDC2",2,0.011,1.67928579092419,3.57910166479247,0.033,"Inh","NMD"
"Exc_L4_5_RORB_ASCL13","Exc_L4_5_RORB_ASCL1",2,0.0122,1.8919831480815,3.36687078283574,0.0357073170731707,"Exc","NMD"
"Exc_L6_FEZF2_FAM95C3","Exc_L6_FEZF2_FAM95C",2,0.0131,1.39667222857974,2.31162664688999,0.0374285714285714,"Exc","NMD"
"Inh_L5_6_PVALB_STON23","Inh_L5_6_PVALB_STON2",2,0.014,1.40733516688745,2.68618974780714,0.0385882352941177,"Inh","NMD"
"Inh_L3_4_PVALB_HOMER33","Inh_L3_4_PVALB_HOMER3",2,0.0146,1.48813731863826,2.93723375080364,0.0385882352941177,"Inh","NMD"
"Exc_L3_5_THEMIS_UBE2F3","Exc_L3_5_THEMIS_UBE2F",2,0.0152,1.63256460179986,2.93663942741203,0.0385882352941177,"Exc","NMD"
"Inh_L1_6_VIP_RCN13","Inh_L1_6_VIP_RCN1",2,0.0153,1.78449975168142,3.06299876220777,0.0385882352941177,"Inh","NMD"
"Inh_L5_6_LAMP5_SFTA33","Inh_L5_6_LAMP5_SFTA3",2,0.0155,1.63827606775199,3.68526707931545,0.0385882352941177,"Inh","NMD"
"Inh_L1_PAX6_GRIP23","Inh_L1_PAX6_GRIP2",2,0.0158,2.00398357823529,3.45639771345751,0.0385882352941177,"Inh","NMD"
"Inh_L1_5_VIP_KCNJ23","Inh_L1_5_VIP_KCNJ2",2,0.0161,1.65681701776886,3.07008163389464,0.0385882352941177,"Inh","NMD"
"Inh_L4_6_SST_MTHFD2P63","Inh_L4_6_SST_MTHFD2P6",2,0.0163,1.88094882520651,4.50011122463383,0.0385882352941177,"Inh","NMD"
"Exc_L6_FEZF2_KRT173","Exc_L6_FEZF2_KRT17",2,0.0164,1.57630944434054,3.10746141674785,0.0385882352941177,"Exc","NMD"
"Inh_L1_VIP_PRSS83","Inh_L1_VIP_PRSS8",2,0.0178,1.96453620320145,3.58017203572089,0.0410769230769231,"Inh","NMD"
"Exc_L3_5_THEMIS_ELOF13","Exc_L3_5_THEMIS_ELOF1",2,0.0184,1.60717964434403,2.86738687811985,0.0416603773584906,"Exc","NMD"
"Inh_L5_6_SST_ISOC13","Inh_L5_6_SST_ISOC1",2,0.0188,1.85258132150909,3.26085632138253,0.0417777777777778,"Inh","NMD"
"Inh_L3_6_VIP_KCTD133","Inh_L3_6_VIP_KCTD13",2,0.0205,1.7666187934843,3.01496903023286,0.0436551724137931,"Inh","NMD"
"Inh_L1_2_VIP_PPAPDC1A3","Inh_L1_2_VIP_PPAPDC1A",2,0.021,1.88560710085078,3.01106503224773,0.0436551724137931,"Inh","NMD"
"Inh_L1_4_VIP_CHRNA23","Inh_L1_4_VIP_CHRNA2",2,0.021,1.82649946170506,2.85159205051965,0.0436551724137931,"Inh","NMD"
"Exc_L4_RORB_CACNG53","Exc_L4_RORB_CACNG5",2,0.0211,1.89198686306261,3.43580439442775,0.0436551724137931,"Exc","NMD"
"Exc_L3_5_RORB_HSPB33","Exc_L3_5_RORB_HSPB3",2,0.0216,1.49896210988048,2.25854618850449,0.0439322033898305,"Exc","NMD"
"Inh_L1_3_VIP_GGH3","Inh_L1_3_VIP_GGH",2,0.0221,1.96276450556402,3.39426257800753,0.0442,"Inh","NMD"
"Inh_L2_4_VIP_LGI23","Inh_L2_4_VIP_LGI2",2,0.0249,1.65675246202924,2.52203271511588,0.0485806451612903,"Inh","NMD"
"Exc_L5_6_RORB_LINC003203","Exc_L5_6_RORB_LINC00320",2,0.0251,1.38736944415428,2.16367541482885,0.0485806451612903,"Exc","NMD"
"Exc_L6_THEMIS_C6orf483","Exc_L6_THEMIS_C6orf48",2,0.0262,1.84775206636922,2.73040656870422,0.0494545454545455,"Exc","NMD"
"Exc_L6_FEZF2_TBC1D263","Exc_L6_FEZF2_TBC1D26",2,0.0267,1.56166596545093,2.13615474466198,0.0494545454545455,"Exc","NMD"
"Inh_L1_3_PAX6_NABP13","Inh_L1_3_PAX6_NABP1",2,0.027,1.78292761225016,2.70588961187461,0.0494545454545455,"Inh","NMD"
"Inh_L1_VIP_TNFAIP8L33","Inh_L1_VIP_TNFAIP8L3",2,0.0272,1.58362247441777,2.40322249964081,0.0494545454545455,"Inh","NMD"
"Inh_L1_2_PVALB_TAC13","Inh_L1_2_PVALB_TAC1",2,0.0293,1.69660611472375,2.47316149279196,0.0521142857142857,"Inh","NMD"
"Exc_L5_6_FEZF2_MYBPHL3","Exc_L5_6_FEZF2_MYBPHL",2,0.0301,1.60422452978636,2.75520475433907,0.0521142857142857,"Exc","NMD"
"Inh_L1_3_VIP_ACHE3","Inh_L1_3_VIP_ACHE",2,0.0301,1.62733756297414,2.45592133207175,0.0521142857142857,"Inh","NMD"
"Exc_L6_FEZF2_ETV43","Exc_L6_FEZF2_ETV4",2,0.0304,1.42729208827826,1.93435002152413,0.0521142857142857,"Exc","NMD"
"Inh_L3_6_PVALB_MFI23","Inh_L3_6_PVALB_MFI2",2,0.0311,1.77665926357286,2.74542801070643,0.0525633802816901,"Inh","NMD"
"Inh_L1_3_VIP_CCDC1843","Inh_L1_3_VIP_CCDC184",2,0.0332,1.78804245365554,2.44349914877903,0.0553333333333333,"Inh","NMD"
"Inh_L1_2_PAX6_SCGN3","Inh_L1_2_PAX6_SCGN",2,0.0346,1.72824470800702,2.27803274132437,0.0560506329113924,"Inh","NMD"
"Exc_L6_FEZF2_TBCC3","Exc_L6_FEZF2_TBCC",2,0.0352,1.68241679589327,2.28415516937697,0.0560506329113924,"Exc","NMD"
"Inh_L6_LHX6_GLP1R3","Inh_L6_LHX6_GLP1R",2,0.0354,1.53291091374321,2.09735751728151,0.0560506329113924,"Inh","NMD"
"Exc_L3_LINC00507_PSRC13","Exc_L3_LINC00507_PSRC1",2,0.0359,1.41541435931377,1.83061194475874,0.0560506329113924,"Exc","NMD"
"Exc_L6_FEZF2_SLITRK63","Exc_L6_FEZF2_SLITRK6",2,0.0361,1.65791366449524,2.18431671569925,0.0560506329113924,"Exc","NMD"
"Inh_L5_6_SST_TH3","Inh_L5_6_SST_TH",2,0.0368,1.61295407355873,2.38477574051405,0.0560506329113924,"Inh","NMD"
"Exc_L6_FEZF2_CPZ3","Exc_L6_FEZF2_CPZ",2,0.0369,1.34680533592857,1.27451786646364,0.0560506329113924,"Exc","NMD"
"Inh_L1_VIP_PCDH203","Inh_L1_VIP_PCDH20",2,0.038,1.96693124930486,2.98998230159364,0.057,"Inh","NMD"
"Inh_L6_LAMP5_C1QL23","Inh_L6_LAMP5_C1QL2",2,0.0396,2.017331907133,3.04719489189965,0.0579512195121951,"Inh","NMD"
"Exc_L3_LINC00507_CTXN33","Exc_L3_LINC00507_CTXN3",2,0.0396,1.42697965099311,2.2234413322087,0.0579512195121951,"Exc","NMD"
"Inh_L6_SST_NPY3","Inh_L6_SST_NPY",2,0.0404,1.84185370729662,2.22996312074105,0.0584096385542169,"Inh","NMD"
"Inh_L5_6_SST_KLHL143","Inh_L5_6_SST_KLHL14",2,0.0421,1.73302619111339,2.21116826215052,0.06,"Inh","NMD"
"Inh_L1_LAMP5_GGT8P3","Inh_L1_LAMP5_GGT8P",2,0.0425,1.7059446884633,2.29018248131735,0.06,"Inh","NMD"
"Exc_L3_RORB_CARTPT3","Exc_L3_RORB_CARTPT",2,0.0456,1.32950304359548,1.90201362890182,0.063448275862069,"Exc","NMD"
"Exc_L5_6_FEZF2_RSAD23","Exc_L5_6_FEZF2_RSAD2",2,0.046,1.52582914267234,1.78345529866576,0.063448275862069,"Exc","NMD"
"Inh_L1_2_VIP_RPL41P33","Inh_L1_2_VIP_RPL41P3",2,0.0526,1.75658274135322,2.11367557804502,0.0717272727272727,"Inh","NMD"
"Exc_L6_FEZF2_VWA23","Exc_L6_FEZF2_VWA2",2,0.0564,1.25913286943209,0.862310453264735,0.0760449438202247,"Exc","NMD"
"Exc_L3_5_RORB_CD243","Exc_L3_5_RORB_CD24",2,0.0578,1.54609195195867,2.01324676760308,0.0770666666666667,"Exc","NMD"
"Exc_L3_4_RORB_RPS3P63","Exc_L3_4_RORB_RPS3P6",2,0.0591,1.55848503057848,1.54817967797459,0.0779340659340659,"Exc","NMD"
"Exc_L5_FEZF2_DYRK23","Exc_L5_FEZF2_DYRK2",2,0.06,1.48649135527218,1.62322718707379,0.0782608695652174,"Exc","NMD"
"Exc_L6_FEZF2_P4HA33","Exc_L6_FEZF2_P4HA3",2,0.0624,1.44527538968703,1.25207683330186,0.0805161290322581,"Exc","NMD"
"Inh_L3_VIP_CBLN13","Inh_L3_VIP_CBLN1",2,0.0644,1.48323896949718,1.44387564028367,0.0822127659574468,"Inh","NMD"
"Inh_L1_6_PVALB_SCUBE33","Inh_L1_6_PVALB_SCUBE3",2,0.0673,1.46696331906185,1.7088210886487,0.084625,"Inh","NMD"
"Inh_L1_VIP_SOX113","Inh_L1_VIP_SOX11",2,0.0677,1.84509394481154,2.1112400908478,0.084625,"Inh","NMD"
"Exc_L3_5_LINC00507_SLN3","Exc_L3_5_LINC00507_SLN",2,0.0717,1.43476985751476,1.29454861483842,0.0875151515151515,"Exc","NMD"
"Inh_L1_6_VIP_PENK3","Inh_L1_6_VIP_PENK",2,0.072,1.59058312445567,1.63808345317022,0.0875151515151515,"Inh","NMD"
"Inh_L1_3_VIP_SSTR13","Inh_L1_3_VIP_SSTR1",2,0.0722,1.46821843960963,1.57043433421539,0.0875151515151515,"Inh","NMD"
"Exc_L5_6_FEZF2_CYP26B13","Exc_L5_6_FEZF2_CYP26B1",2,0.0735,1.45546923224748,1.57401898639841,0.0882,"Exc","NMD"
"Inh_L2_4_VIP_DSEL3","Inh_L2_4_VIP_DSEL",2,0.0759,1.40378683844161,1.35496117488467,0.0901782178217822,"Inh","NMD"
"Inh_L1_ADARB2_DISP23","Inh_L1_ADARB2_DISP2",2,0.09,1.54602898867105,1.35486956124426,0.105882352941176,"Inh","NMD"
"Exc_L5_6_FEZF2_CABP73","Exc_L5_6_FEZF2_CABP7",2,0.0938,1.3325875605048,1.22694341216761,0.109281553398058,"Exc","NMD"
"Exc_L5_FEZF2_MORN23","Exc_L5_FEZF2_MORN2",2,0.095,1.28347232526587,0.859231867962039,0.109615384615385,"Exc","NMD"
"Peri_L1_6_MUSTN13","Peri_L1_6_MUSTN1",2,0.1184,1.54381961733451,1.23855816429284,0.135314285714286,"Peri","NMD"
"Exc_L5_6_THEMIS_OR1J13","Exc_L5_6_THEMIS_OR1J1",2,0.1214,1.53438547044413,0.99913347124006,0.137433962264151,"Exc","NMD"
"Exc_L3_4_RORB_FOLH1B3","Exc_L3_4_RORB_FOLH1B",2,0.2341,1.08777881172474,0.556939559635743,0.262542056074766,"Exc","NMD"
"Exc_L3_5_FEZF2_DCN3","Exc_L3_5_FEZF2_DCN",2,0.2491,1.10608706686812,0.285585962614518,0.27456880733945,"Exc","NMD"
"OPC_L1_6_MYT13","OPC_L1_6_MYT1",2,0.2494,1.10696159258397,0.335584930903276,0.27456880733945,"OPC","NMD"
"Exc_L3_THEMIS_PLA2G73","Exc_L3_THEMIS_PLA2G7",2,0.3147,1.03870559724763,0.122605763099889,0.343309090909091,"Exc","NMD"
"Oligo_L4_6_OPALIN3","Oligo_L4_6_OPALIN",2,0.3461,1.07061234788487,0.229394458359752,0.374162162162162,"Oligo","NMD"
"Exc_L5_FEZF2_SCN7A3","Exc_L5_FEZF2_SCN7A",2,0.4037,0.949475944430402,-0.126361232198108,0.432535714285714,"Exc","NMD"
"VLMC_L1_3_CYP1B13","VLMC_L1_3_CYP1B1",2,0.4406,0.963929953472116,-0.0691494670215149,0.467893805309735,"VLMC","NMD"
"Exc_L3_5_FEZF2_ONECUT13","Exc_L3_5_FEZF2_ONECUT1",2,0.4555,0.923715495652464,-0.183768226432598,0.479473684210526,"Exc","NMD"
"Astro_L1_FGFR3_FOS3","Astro_L1_FGFR3_FOS",2,0.4626,0.973047195262459,-0.0787186017876356,0.482713043478261,"Astro","NMD"
"Astro_L1_FGFR3_MT1G3","Astro_L1_FGFR3_MT1G",2,0.5401,0.912641587653618,-0.270351792517702,0.558724137931035,"Astro","NMD"
"Endo_L2_5_CLDN53","Endo_L2_5_CLDN5",2,0.6948,0.716997418154138,-0.638149485447865,0.712615384615385,"Endo","NMD"
"Oligo_L4_6_MOBP_COL18A13","Oligo_L4_6_MOBP_COL18A1",2,0.7113,0.800155193910374,-0.648740353082852,0.720403361344538,"Oligo","NMD"
"Micro_L1_6_C1QC3","Micro_L1_6_C1QC",2,0.7144,0.707465272677368,-0.672423676025741,0.720403361344538,"Micro","NMD"
"Astro_L1_6_FGFR3_ETNPPL3","Astro_L1_6_FGFR3_ETNPPL",2,0.8983,0.708167137330314,-1.07022161101096,0.8983,"Astro","NMD"
